          30
    0    0    0    1    1
 -0.653320E+02 -0.524117E+01 -0.500407E+02 -0.477002E+01 -0.322468E+02 -0.371182E+01 -0.264397E+02 -0.316683E+01
 -0.217042E+02 -0.261252E+01 -0.151130E+02 -0.161867E+01 -0.873777E+01 -0.333771E+00 -0.394868E+01  0.865763E+00
 -0.127312E+01  0.161736E+01  0.214417E+01  0.265283E+01  0.923509E+01  0.505280E+01  0.845401E+01  0.456401E+01
  0.118371E+00  0.503214E+00 -0.184610E+01 -0.854087E+00  0.462363E+00  0.178909E+00  0.968283E+00  0.467567E+00
  0.855073E+00  0.408887E+00  0.653982E+00  0.310759E+00  0.393957E+00  0.187040E+00  0.196530E+00  0.928736E-01
  0.830037E-01  0.388317E-01  0.285612E-01  0.129999E-01  0.629395E-02  0.247578E-02 -0.127142E-02 -0.108156E-02
 -0.410071E-02 -0.240444E-02 -0.765131E-02 -0.403737E-02 -0.465097E-02 -0.251417E-02  0.102254E-01  0.467557E-02
  0.386126E-01  0.182251E-01  0.547502E-01  0.258532E-01 -0.424830E+02 -0.434122E+01 -0.292036E+02 -0.337814E+01
 -0.241593E+02 -0.288215E+01 -0.199061E+02 -0.237767E+01 -0.138396E+02 -0.147316E+01 -0.784827E+01 -0.303767E+00
 -0.328175E+01  0.787936E+00 -0.708674E+00  0.147197E+01  0.259912E+01  0.241436E+01  0.953757E+01  0.459858E+01
  0.871413E+01  0.415373E+01  0.229650E+00  0.457978E+00 -0.186924E+01 -0.777310E+00  0.458586E+00  0.162826E+00
  0.983391E+00  0.425536E+00  0.867130E+00  0.372131E+00  0.662742E+00  0.282824E+00  0.399187E+00  0.170226E+00
  0.199023E+00  0.845247E-01  0.839533E-01  0.353409E-01  0.287932E-01  0.118313E-01  0.624327E-02  0.225322E-02
 -0.141326E-02 -0.984331E-03 -0.427466E-02 -0.218829E-02 -0.785829E-02 -0.367443E-02 -0.479189E-02 -0.228816E-02
  0.103155E-01  0.425526E-02  0.390983E-01  0.165868E-01  0.554413E-01  0.235292E-01 -0.223170E+02 -0.262872E+01
 -0.189644E+02 -0.224276E+01 -0.158316E+02 -0.185019E+01 -0.109752E+02 -0.114635E+01 -0.585185E+01 -0.236378E+00
 -0.178910E+01  0.613137E+00  0.548829E+00  0.114542E+01  0.360064E+01  0.187874E+01  0.101646E+02  0.357841E+01
  0.925266E+01  0.323225E+01  0.482557E+00  0.356378E+00 -0.190904E+01 -0.604868E+00  0.447628E+00  0.126704E+00
  0.101270E+01  0.331133E+00  0.890361E+00  0.289575E+00  0.679440E+00  0.220081E+00  0.409146E+00  0.132462E+00
  0.203736E+00  0.657734E-01  0.857153E-01  0.275007E-01  0.291894E-01  0.920657E-02  0.610494E-02  0.175335E-02
 -0.172251E-02 -0.765962E-03 -0.464343E-02 -0.170283E-02 -0.828581E-02 -0.285928E-02 -0.508575E-02 -0.178054E-02
  0.104716E-01  0.331126E-02  0.400138E-01  0.129071E-01  0.567451E-01  0.183093E-01 -0.163123E+02 -0.191347E+01
 -0.137206E+02 -0.157854E+01 -0.949420E+01 -0.978036E+00 -0.482703E+01 -0.201672E+00 -0.102715E+01  0.523114E+00
  0.118729E+01  0.977243E+00  0.410269E+01  0.160290E+01  0.104577E+02  0.305302E+01  0.950353E+01  0.275768E+01
  0.613690E+00  0.304053E+00 -0.192274E+01 -0.516059E+00  0.440671E+00  0.108101E+00  0.102519E+01  0.282515E+00
  0.900156E+00  0.247059E+00  0.686364E+00  0.187768E+00  0.413270E+00  0.113014E+00  0.205665E+00  0.561163E-01
  0.864148E-01  0.234630E-01  0.293239E-01  0.785482E-02  0.602052E-02  0.149592E-02 -0.187594E-02 -0.653501E-03
 -0.482047E-02 -0.145282E-02 -0.848448E-02 -0.243947E-02 -0.522399E-02 -0.151912E-02  0.105263E-01  0.282508E-02
  0.403868E-01  0.110120E-01  0.572770E-01  0.156211E-01 -0.116004E+02 -0.130224E+01 -0.798589E+01 -0.806842E+00
 -0.378802E+01 -0.166372E+00 -0.259695E+00  0.431549E+00  0.182716E+01  0.806189E+00  0.460070E+01  0.132233E+01
  0.107324E+02  0.251862E+01  0.973747E+01  0.227498E+01  0.746911E+00  0.250832E+00 -0.193154E+01 -0.425729E+00
  0.432647E+00  0.891789E-01  0.103584E+01  0.233064E+00  0.908414E+00  0.203814E+00  0.692096E+00  0.154901E+00
  0.416676E+00  0.932320E-01  0.207238E+00  0.462938E-01  0.869639E-01  0.193561E-01  0.294068E-01  0.647993E-02
  0.592481E-02  0.123408E-02 -0.202700E-02 -0.539113E-03 -0.499003E-02 -0.119852E-02 -0.866931E-02 -0.201247E-02
 -0.535400E-02 -0.125321E-02  0.105621E-01  0.233059E-02  0.406891E-01  0.908449E-02  0.577091E-01  0.128868E-01
 -0.530018E+01 -0.499905E+00 -0.192834E+01 -0.103081E+00  0.109753E+01  0.267380E+00  0.294707E+01  0.499500E+00
  0.545526E+01  0.819293E+00  0.111544E+02  0.156049E+01  0.100927E+02  0.140954E+01  0.983881E+00  0.155411E+00
 -0.193236E+01 -0.263774E+00  0.415502E+00  0.552537E-01  0.104869E+01  0.144402E+00  0.917986E+00  0.126280E+00
  0.698353E+00  0.959740E-01  0.420369E+00  0.577649E-01  0.208862E+00  0.286828E-01  0.874499E-01  0.119927E-01
  0.293896E-01  0.401485E-02  0.572272E-02  0.764611E-03 -0.228269E-02 -0.334025E-03 -0.526199E-02 -0.742581E-03
 -0.894795E-02 -0.124689E-02 -0.555464E-02 -0.776470E-03  0.105652E-01  0.144399E-02  0.409952E-01  0.562859E-02
  0.581495E-01  0.798443E-02  0.506951E+00 -0.212554E-01  0.285538E+01  0.551341E-01  0.436791E+01  0.102998E+00
  0.649384E+01  0.168939E+00  0.115447E+02  0.321775E+00  0.104082E+02  0.290648E+00  0.128949E+01  0.320460E-01
 -0.189888E+01 -0.543905E-01  0.386451E+00  0.113934E-01  0.105058E+01  0.297759E-01  0.917890E+00  0.260390E-01
  0.696858E+00  0.197900E-01  0.419380E+00  0.119112E-01  0.208102E+00  0.591443E-02  0.868794E-01  0.247290E-02
